, unit--timestamp[ms],bma280_x[mg],bma280_y[mg],bma280_z[mg],bmg160_x[mDeg],bmg160_y[mDeg],bmg160_z[mDeg],bmi160_a_x[mg],bmi160_a_y[mg],bmi160_a_z[mg],bmi160_g_x[mDeg],bmi160_g_y[mDeg],bmi160_g_z[mDeg],bmm150_x[microT],bmm150_y[microT],bmm150_z[microT],bmm150_res,bme280_temp[mDeg],bme280_press[Pa],bme280_hum[rh],max44009_bright[mLux],Class
26,35200,-68,166,1082,-244,549,1281,-92,101,1084,122,1220,1403,-50,6,20,6032,35750,100865,29,182160,1
27,35400,7,125,1035,549,-1953,-610,-65,130,1045,976,-1525,-488,-53,7,15,6031,35750,100864,29,180000,1
28,35600,5,140,1050,793,-915,-1098,-65,117,1049,1220,-671,-915,-56,9,9,6033,35750,100864,29,176400,1
29,35800,11,136,1070,-427,366,-1892,-16,87,1043,61,1037,-1831,-60,11,7,6034,35750,100865,29,172800,1
30,36000,3,154,1052,-244,183,-1281,-32,129,1058,0,976,-1159,-64,11,5,6031,35750,100865,29,170640,1
31,36200,-17,117,1072,366,732,-1281,-66,107,1061,793,1159,-915,-67,13,1,6032,35750,100865,29,168480,1
32,36400,-15,115,1048,-122,-61,-1098,-83,110,1070,366,61,-793,-71,13,0,6032,35750,100864,29,165600,1
33,36600,-1,128,1054,-122,-549,-488,-59,88,1057,122,122,-427,-73,14,-2,6033,35750,100865,29,163440,1
34,36800,7,132,1048,366,488,-488,-57,59,1051,671,1037,-488,-79,15,-2,6033,35750,100865,29,161280,1
35,37000,3,128,1083,-366,854,427,-39,126,1060,-244,1281,549,-84,15,-2,6032,35750,100865,29,159840,1
36,37200,-21,150,1058,-183,0,854,-84,113,1057,122,793,1098,-90,16,-4,6033,35750,100865,29,157680,1
37,37400,-11,140,1039,122,-427,488,-52,112,1040,671,366,671,-95,17,-4,6032,35750,100865,29,155520,1
38,37600,1,103,1056,-366,-61,488,-68,89,1051,122,427,793,-100,17,-2,6032,35750,100866,29,154080,1
39,37800,-39,210,1097,1403,732,2014,-79,129,1043,1708,1464,2258,-106,18,1,6032,35750,100866,29,151920,1
40,38000,1,99,1054,732,-61,1220,-40,79,1034,1586,549,1342,-110,19,3,6033,35750,100865,29,151920,1
41,38200,-62,158,1101,-183,-1037,671,-108,137,1073,61,-671,671,-114,18,7,6033,35750,100866,29,152640,1
42,38400,1,144,1027,671,-854,-549,-63,122,1045,1220,-549,-366,-117,21,10,6032,35750,100866,29,153360,1
43,38600,0,128,1025,549,-1098,-793,-55,101,1022,1098,-671,-671,-120,19,13,6032,35750,100866,29,156240,1
44,38800,-21,169,1058,1770,-183,610,-67,95,1025,1953,427,732,-124,19,18,6031,35750,100866,29,157680,1
45,39000,1,132,1056,122,-61,-488,-49,114,1033,549,488,-244,-127,21,21,6033,35750,100865,29,157680,1
46,39200,-1,160,1042,549,244,-244,-53,101,1025,854,793,-122,-130,21,26,6032,35750,100866,29,156960,1
47,39400,-19,138,1058,366,-854,122,-86,115,1064,854,-549,305,-134,22,33,6033,35750,100865,29,159120,1
48,39600,5,125,1082,-305,-488,-915,-60,137,1070,-244,61,-793,-137,23,39,6031,35750,100866,29,160560,1
49,39800,7,105,1042,366,-610,-671,-54,86,1059,1403,-122,-183,-139,24,49,6031,35750,100866,29,161280,1
50,40000,3,123,1089,-976,183,-122,-53,122,1031,244,610,0,-140,26,57,6033,35750,100865,29,160560,1
51,40200,-33,125,1056,610,-61,732,-70,117,1030,1098,732,854,-139,29,67,6032,35750,100865,29,162000,1
52,40400,-31,162,1154,-61,-1586,0,-64,111,1037,-244,-1098,61,-136,32,76,6032,35750,100866,29,163440,1
53,40600,7,146,1031,61,-1342,-427,-41,90,1013,61,-732,0,-132,35,86,6031,35750,100866,29,165600,1
54,40800,5,142,1046,1708,-1342,549,-23,113,1008,2136,-915,610,-124,36,93,6033,35750,100866,29,169920,1
55,41000,3,152,1052,1098,-915,-122,-76,137,1041,1464,-305,122,-116,38,102,6032,35750,100866,29,172800,1
56,41200,-37,140,1085,-610,305,-854,-95,103,1058,-305,976,-854,-108,39,108,6034,35750,100865,29,174240,1
57,41400,5,148,1009,-183,61,-793,-41,126,1026,61,671,-549,-98,41,114,6032,35750,100866,29,175680,1
58,41600,15,126,1027,-732,-1037,-1098,-27,110,1058,0,-610,-610,-88,41,117,6032,35750,100867,28,178560,1
59,41800,5,167,1025,61,122,1220,-30,129,1024,976,671,1159,-77,42,120,6032,35750,100867,28,180720,1
60,42000,5,152,1046,-183,488,976,-37,151,1043,610,976,1037,-67,42,119,6032,35750,100867,28,184320,1
61,42200,-27,125,1107,-427,-183,427,-79,131,1056,61,549,488,-58,41,117,6033,35750,100867,28,188640,1
62,42400,5,160,1080,-183,427,610,-52,137,1058,122,854,793,-49,40,114,6032,35750,100867,28,191520,1
63,42600,-5,164,1017,0,-549,244,-50,124,1014,366,61,427,-42,39,109,6031,35750,100867,28,194400,1
64,42800,-25,183,1093,-122,-183,1037,-83,138,1094,305,488,1220,-38,38,105,6031,35750,100869,28,197280,1
65,43000,-1,156,1066,549,-183,-793,-41,121,1024,793,366,-610,-38,35,99,6033,35750,100869,28,198720,1
66,43200,-15,160,1119,-610,-488,1892,-91,135,1100,-183,-183,2014,-36,35,94,6032,35750,100870,28,201600,1
67,43400,-136,154,1216,-3662,488,10131,-185,165,1205,-3601,793,10620,-38,33,89,6034,35750,100870,28,207360,0
68,43600,7,378,1320,-1708,5798,19287,169,322,1033,-1281,5615,19042,-38,33,87,6032,35750,100869,28,213120,3
69,43800,-56,148,984,-1220,854,20141,-110,81,1069,-2624,1708,20324,-40,31,81,6032,35750,100867,28,220320,3
70,44000,7,171,1070,-305,2075,24780,-49,95,1034,61,2746,24963,-43,30,76,6032,35750,100869,28,231840,3
71,44200,-1,142,1048,-61,1831,24658,-77,109,1014,488,2258,24902,-43,32,70,6032,35750,100869,28,246240,3
72,44400,-1,144,1062,-1281,3784,24291,-59,157,1053,-793,4333,24536,-45,32,65,6033,35750,100870,28,259200,3
73,44600,-31,83,990,-549,1770,23071,-91,124,1022,0,2258,23315,-43,34,61,6032,35750,100869,28,267840,3
74,44800,3,156,1046,-732,2136,22216,-66,132,1058,-183,2685,22460,-43,36,52,6035,35750,100870,28,280800,3
75,45000,-35,150,1113,-671,3845,21179,-46,102,1059,-244,4577,21484,-41,36,44,6032,35750,100869,28,292320,3
76,45200,5,144,1025,-427,2136,16845,-45,118,1013,-122,2807,16540,-41,36,34,6031,35750,100869,28,303840,3
77,45400,35,117,1031,-122,2624,12756,-7,126,1036,183,2868,13000,-43,33,26,6031,35750,100869,28,312480,0
78,45600,9,177,1050,61,2136,14099,-14,159,1034,488,2563,14343,-45,33,19,6030,35750,100869,28,319680,0
79,45800,5,142,1066,-976,1525,15441,-69,152,1062,-427,2075,15686,-49,32,10,6031,35750,100869,28,326880,3
80,46000,-5,126,1089,-549,3173,18249,-50,172,1035,427,3784,18554,-54,32,1,6032,35750,100867,28,334080,3
81,46200,7,130,1029,61,1770,19409,-31,135,997,549,2197,19775,-60,31,-5,6032,35750,100867,28,335520,3
82,46400,-1,164,1037,-671,1525,19409,-61,170,1090,-488,2136,19653,-64,31,-12,6031,35750,100867,28,336960,3
83,46600,3,169,1083,-1220,2197,17456,-42,123,1036,-976,2929,17639,-71,31,-18,6034,35750,100867,28,332640,3
84,46800,-21,138,1019,-183,1464,17883,-99,119,1077,427,1831,18310,-75,32,-21,6034,35750,100867,28,325440,3
85,47000,-25,162,1031,-61,854,17150,-109,139,1082,244,1464,17456,-81,34,-26,6033,35750,100867,28,312480,3
86,47200,-74,173,1115,-1037,2502,17578,-87,144,1088,-183,3479,17883,-85,39,-29,6033,35750,100867,28,306720,3
87,47400,-5,201,1058,-732,2197,15380,-38,129,1007,-305,2746,15686,-90,42,-33,6033,35750,100867,28,293760,3
88,47600,5,162,1039,-488,-122,13244,-52,150,1042,122,549,13427,-92,44,-37,6033,35750,100867,28,269280,0
89,47800,1,160,1054,305,915,11291,-65,116,1046,793,1403,11596,-94,47,-39,6032,35750,100867,28,262080,0
90,48000,1,113,1056,-488,-366,7385,-66,102,1030,122,244,7812,-97,49,-42,6033,35750,100869,28,250560,0
91,48200,5,140,1060,0,-732,4882,-60,120,1044,305,-183,5004,-98,49,-44,6032,35750,100869,28,197280,0
92,48400,-13,140,1066,-549,-122,3112,-101,133,1086,-61,244,3356,-101,51,-46,6033,35750,100867,28,208800,1
93,48600,5,142,1056,-671,-427,1708,-52,122,1027,0,0,1647,-105,53,-47,6031,35750,100869,28,182880,1
94,48800,0,128,1035,-427,-244,1281,-54,120,1031,-122,488,1464,-108,53,-47,6032,35750,100869,28,172800,1
95,49000,1,173,1064,183,-305,854,-29,121,1064,-122,183,976,-112,53,-49,6033,35750,100869,28,153360,1
96,49200,-1,146,1056,0,-1525,305,-65,123,1060,-305,-915,488,-114,53,-49,6033,35750,100867,28,103680,1
97,49400,-29,140,996,-244,-915,-427,-96,129,1062,305,-122,-122,-119,51,-48,6033,35750,100869,28,86760,1
98,49600,3,132,1087,-1159,-305,-1037,-47,127,1065,-244,183,-854,-123,50,-48,6032,35750,100867,28,75600,1
99,49800,-29,167,1105,-61,-305,305,-80,129,1094,-61,183,610,-126,51,-46,6032,35750,100869,28,77040,1
100,50000,-5,138,1058,61,-61,854,-66,109,1075,244,549,976,-131,49,-45,6034,35740,100869,28,82800,1
101,50200,25,156,1031,-793,-61,4150,-2,130,1067,366,793,4943,-133,47,-42,6034,35740,100869,28,83880,1
102,50400,33,142,990,122,427,12817,-15,129,985,549,1098,13122,-137,46,-38,6033,35740,100869,28,80640,0
103,50600,-35,195,1054,-61,1464,18371,-121,166,1112,-183,2502,18493,-138,47,-36,6033,35740,100867,28,77400,3
104,50800,-46,144,1066,-732,2502,19836,-91,145,1051,-61,2990,20263,-139,46,-36,6033,35740,100869,28,73440,3
105,51000,-64,158,1048,-793,3234,20568,-107,141,1087,-732,3845,20812,-143,45,-31,6034,35740,100870,28,65520,3
106,51200,-54,197,1158,-1342,2990,20263,-100,155,1096,-1220,3540,20568,-145,44,-27,6033,35740,100870,28,63000,3
107,51400,5,125,1013,-610,1281,19592,-35,97,991,-61,2014,20141,-146,44,-23,6032,35740,100871,27,67320,3
108,51600,-27,150,1089,-1220,2380,19348,-79,121,1095,-427,2990,19714,-149,46,-16,6033,35740,100870,27,69480,3
109,51800,35,132,941,610,2380,19470,2,87,935,1098,2990,19897,-150,48,-10,6033,35740,100870,27,71280,3
110,52000,-17,177,1193,305,2197,17456,-48,151,1052,915,2807,17700,-151,49,-2,6032,35740,100869,27,72000,3
111,52200,-123,115,1132,305,1525,14038,-87,111,923,427,2258,14282,-149,50,4,6033,35740,100870,27,71640,0
112,52400,37,50,958,61,1403,8666,-6,86,976,1342,1342,8972,-147,51,11,6034,35740,100866,27,70560,0
113,52600,35,232,1052,1159,-1953,7873,-17,144,1116,2136,-1464,8117,-147,52,15,6034,35740,100866,27,70200,0
114,52800,-46,187,1115,366,61,6286,-95,107,1100,305,305,6408,-144,50,24,6033,35740,100865,27,70200,0
115,53000,-11,142,1060,183,305,9582,-99,124,1064,183,1037,9643,-143,49,27,6035,35740,100866,27,70560,0
116,53200,0,199,1044,366,1464,17639,-55,164,1047,-183,2075,18005,-141,50,33,6035,35740,100865,27,72000,3
117,53400,13,128,984,-854,1586,19531,-43,113,1005,244,2014,20385,-139,51,38,6033,35740,100865,27,73800,3
118,53600,-33,164,1099,-1098,2380,20874,-101,155,1110,-61,3051,21057,-136,53,41,6034,35740,100865,27,75240,3
119,53800,3,156,1015,-976,2563,20202,-40,93,991,-793,3051,20446,-134,55,45,6034,35740,100865,27,77760,3
120,54000,-13,218,1089,-244,3295,21423,-30,150,1076,183,3967,21606,-131,59,49,6034,35740,100865,27,81000,3
121,54200,5,171,1068,-549,1892,20507,-38,131,1019,-244,2441,20690,-129,64,56,6033,35740,100865,27,79920,3
122,54400,1,152,1048,-122,1342,18432,-70,135,1051,183,1770,18798,-123,69,62,6033,35740,100865,27,97200,3
123,54600,-5,123,1041,-427,183,18859,-71,104,1008,-549,732,19104,-119,75,66,6031,35740,100865,27,100080,3
124,54800,-9,105,1017,-671,610,16235,-91,80,1023,-244,1220,16357,-109,80,70,6031,35740,100864,27,101520,3
125,55000,-9,181,1085,183,1831,13793,-59,154,1060,488,2502,14038,-101,87,74,6032,35730,100864,28,103680,0
126,55200,5,113,1046,366,671,10070,-37,119,1025,122,1403,10253,-92,90,76,6034,35730,100864,28,103680,0
127,55400,3,101,1023,-366,183,7263,-54,106,1044,183,976,7568,-82,94,78,6033,35730,100865,28,105840,0
128,55600,-37,136,1023,-366,183,5737,-84,90,1041,-61,671,5798,-73,97,79,6035,35730,100864,28,108720,0
129,55800,7,138,1042,244,-122,4394,-17,120,1035,488,610,4577,-65,99,78,6031,35730,100864,28,110880,1
130,56000,-15,144,1107,-183,-61,3234,-75,126,1064,0,366,3479,-57,101,76,6033,35730,100865,28,113040,1
131,56200,-13,142,1031,671,-1403,3112,-72,113,1041,1281,-793,3356,-49,104,75,6034,35730,100865,28,116640,1
132,56400,5,177,1052,366,-854,244,-13,110,1038,610,0,488,-42,105,72,6033,35730,100865,28,118800,1
133,56600,1,146,1041,915,-1464,1098,-39,139,1030,976,-1037,1342,-38,108,67,6034,35730,100867,28,119520,1
134,56800,-19,138,1052,610,-1037,1220,-55,109,1051,610,-488,1464,-33,110,63,6035,35730,100867,28,119520,1
135,57000,5,152,1029,-488,-1708,1037,-46,111,1050,549,-1342,1037,-31,111,59,6035,35730,100869,28,121680,1
136,57200,7,128,1025,610,-1464,2136,-30,128,1031,793,-915,2258,-28,114,55,6034,35730,100870,28,123120,1
137,57400,7,158,1062,244,549,1403,-14,111,1053,488,915,1525,-27,113,51,6033,35730,100869,28,125280,1
138,57600,5,144,1035,305,244,1159,-23,123,1034,732,915,1342,-28,115,48,6034,35730,100867,28,128880,1
139,57800,0,136,1093,671,305,2136,-61,125,1051,1098,793,2502,-28,117,44,6033,35730,100869,28,131040,1
140,58000,-7,152,1054,-549,-305,1159,-58,93,1051,-244,427,1037,-28,117,41,6034,35730,100869,28,133920,1
141,58200,7,134,1027,0,-1220,183,-39,111,1015,427,-793,427,-29,116,40,6033,35730,100869,28,138240,1
142,58400,5,154,1068,-488,1098,1464,-26,114,1079,-61,1647,1770,-29,116,37,6035,35730,100869,28,141120,1
143,58600,7,123,1019,-61,-610,976,-20,99,1036,305,122,1281,-31,115,37,6033,35720,100867,28,144720,1
144,58800,-17,130,1089,183,-61,915,-85,81,1067,1403,122,1281,-31,115,34,6035,35720,100869,28,148320,1
145,59000,11,107,1074,-366,-671,-244,-18,97,1051,0,122,-61,-31,114,35,6033,35720,100870,28,153360,1
146,59200,5,125,1042,671,-1342,122,-47,86,1023,1037,-610,305,-32,112,34,6033,35720,100864,28,157680,1
147,59400,7,117,1072,122,1037,122,-32,90,1048,610,1647,244,-33,111,32,6034,35720,100864,28,163440,1
148,59600,0,117,1048,244,305,305,-45,115,1025,488,976,549,-32,110,33,6033,35720,100863,28,168480,1
149,59800,-1,132,1119,366,-244,1037,-77,118,1076,732,244,1281,-33,108,32,6033,35720,100863,28,173520,1
150,60000,-7,166,1042,-366,-61,-488,-41,106,1062,-244,732,-244,-34,105,32,6034,35720,100864,28,178560,1
151,60200,5,128,1037,1281,-1098,1037,-24,116,1029,1159,-244,1281,-34,103,31,6033,35720,100864,28,181440,1
152,60400,-56,175,1117,183,-122,-244,-117,134,1127,610,61,-122,-36,100,31,6033,35720,100863,28,187200,1
153,60600,0,107,1056,305,61,-2441,-59,100,1061,0,549,-2319,-36,99,31,6035,35710,100863,28,192960,1
154,60800,-15,164,1050,427,-549,-1342,-81,147,1087,488,-427,-1281,-38,95,30,6032,35710,100864,28,197280,1
155,61000,5,142,1052,488,0,-1708,-47,124,1061,793,488,-1586,-39,94,31,6033,35710,100864,28,200160,1
156,61200,13,152,1031,671,-1037,0,-23,114,1031,1098,-671,183,-39,90,32,6033,35710,100865,28,204480,1
157,61400,-33,150,1052,-61,854,0,-72,132,1070,0,1342,183,-39,87,31,6035,35710,100866,28,208800,1
158,61600,-3,115,1046,61,-488,-244,-54,108,1038,305,183,-122,-40,83,31,6033,35710,100865,28,214560,1
159,61800,-7,173,1064,-488,-1342,-732,-74,142,1078,122,-732,-488,-39,79,30,6035,35710,100867,28,220320,1
160,62000,5,132,1046,61,-427,488,-41,132,1040,549,305,610,-38,76,30,6035,35710,100867,28,226080,1
161,62200,1,140,1039,-244,-549,793,-49,95,1046,427,244,793,-40,71,30,6035,35710,100867,28,230400,1
162,62400,-25,158,1052,366,-488,1159,-90,139,1086,610,122,1403,-38,68,29,6035,35710,100867,28,236160,1
163,62600,-41,191,1087,-122,0,610,-78,133,1048,549,427,671,-39,62,27,6034,35710,100867,28,240480,1
164,62800,-7,144,1058,122,-1159,488,-75,132,1055,793,-488,671,-40,58,27,6034,35710,100869,28,244800,1
165,63000,3,132,1046,122,183,122,-52,109,1031,488,854,488,-41,55,27,6035,35710,100870,28,247680,1
166,63200,-25,140,1037,-427,-61,-671,-68,120,1060,-122,427,-488,-43,48,26,6035,35700,100870,28,252000,1
167,63400,3,150,1035,122,-671,-549,-54,121,1031,610,-61,-427,-44,45,28,6034,35700,100869,28,254880,1
168,63600,-7,164,1060,-427,-488,-1403,-74,136,1072,-122,-61,-1037,-47,40,26,6035,35700,100869,28,257760,1
169,63800,1,166,1064,61,-61,244,-47,118,1030,122,488,488,-49,37,27,6036,35700,100869,28,263520,1
170,64000,-1,138,1062,-183,-366,488,-56,120,1027,-61,366,671,-50,33,26,6033,35700,100869,28,267840,1
171,64200,-25,158,1068,-610,-732,-366,-86,125,1048,-427,-61,-122,-52,29,30,6035,35700,100865,28,270720,1
172,64400,-5,166,1054,-183,-1403,-244,-56,125,1072,0,-915,-183,-54,27,31,6035,35700,100866,28,273600,1
173,64600,7,123,1019,-183,-2075,-1098,-44,111,1025,61,-1525,-1037,-54,22,34,6036,35700,100866,28,275040,1
174,64800,-3,158,1087,732,-732,-732,-34,121,1052,976,-122,-488,-55,20,35,6036,35700,100866,28,273600,1
175,65000,5,203,1052,-61,305,-1098,-37,138,1043,183,732,-915,-55,18,36,6035,35690,100866,28,272160,1
176,65200,19,138,1031,-488,244,-427,28,143,1060,-61,1159,-61,-55,14,39,6034,35690,100867,28,270720,1
177,65400,3,156,1111,244,-366,-793,-34,136,1081,61,427,-610,-55,12,41,6035,35690,100866,28,267840,1
178,65600,-11,78,1048,366,-2075,-7324,-91,39,1031,793,-1708,-7507,-55,9,44,6036,35690,100866,28,266400,1
179,65800,-19,58,1070,-183,-2136,-15258,-92,78,1055,793,-1708,-15075,-55,6,45,6034,35690,100866,28,263520,2
180,66000,-33,105,1091,732,-2929,-19409,-78,69,1056,1159,-2441,-19348,-54,2,46,6034,35690,100866,28,264960,2
181,66200,-5,103,1033,244,-2136,-21362,-47,103,1045,244,-1525,-21484,-51,-1,48,6036,35690,100866,28,263520,2
182,66400,-29,169,1064,366,-2258,-20141,-56,114,1055,793,-1770,-20141,-46,-3,48,6035,35690,100867,28,263520,2
183,66600,-5,144,1068,0,-2624,-19958,-43,115,1050,366,-2075,-20019,-42,-6,48,6035,35690,100869,28,263520,2
184,66800,3,162,1058,-61,-2197,-20629,-45,99,1057,549,-1953,-20690,-38,-8,47,6036,35690,100867,28,263520,2
185,67000,7,109,1082,-427,-3112,-19592,-39,80,1052,-122,-2624,-19470,-32,-10,44,6035,35690,100869,28,263520,2
186,67200,-13,154,1083,488,-2746,-18188,-64,121,1055,976,-2075,-18005,-25,-11,41,6035,35680,100869,28,263520,2
187,67400,-23,132,1048,854,-1525,-15441,-56,109,1064,793,-915,-15319,-21,-12,38,6034,35680,100870,28,262080,2
188,67600,7,134,1060,-427,-1586,-13305,-11,118,1033,122,-1159,-13061,-14,-12,35,6033,35680,100870,28,260640,2
189,67800,7,142,1001,1220,-2502,-10192,-25,114,1023,1892,-1953,-10192,-9,-12,30,6033,35680,100870,28,260640,2
190,68000,7,119,1082,-305,-854,-7568,-30,106,1078,61,-427,-7385,-4,-13,25,6035,35680,100870,28,259200,1
191,68200,-19,142,1087,-305,-793,-5249,-64,117,1070,305,-427,-4943,2,-16,18,6034,35680,100866,28,256320,1
192,68400,5,140,1039,244,-854,-3417,-30,135,1038,549,-610,-3234,8,-14,10,6033,35680,100866,28,253440,1
193,68600,1,140,1035,0,-1831,-3234,-62,112,1054,61,-1342,-3173,13,-15,3,6036,35680,100867,28,250560,1
194,68800,1,150,1042,183,-976,-1159,-38,126,1040,549,-366,-854,16,-16,-4,6036,35680,100867,28,246240,1
195,69000,17,111,1021,-61,-1586,-1281,-11,83,1022,183,-732,-1159,20,-18,-15,6036,35680,100866,28,243360,1
196,69200,5,146,1037,-61,-732,732,-29,106,1065,854,-244,1159,21,-20,-23,6034,35680,100866,28,241920,1
197,69400,25,158,1052,1037,427,6958,-15,146,1078,-244,915,7141,22,-23,-35,6035,35680,100866,28,239040,0
198,69600,11,175,1011,183,1342,13122,-46,155,1069,549,2075,13183,21,-30,-45,6036,35670,100866,28,236160,0
199,69800,-3,189,1048,-427,2563,18249,-54,131,1041,-61,2990,18371,17,-38,-56,6034,35670,100866,28,233280,3
200,70000,-33,164,1046,-366,3479,20385,-92,152,1077,183,4272,20568,11,-47,-64,6036,35670,100867,28,227520,3
201,70200,-33,158,1095,-1586,3540,20385,-71,138,1100,-1525,4150,20568,2,-59,-72,6036,35670,100869,28,220320,3
202,70400,-39,162,1089,-427,3112,21728,-71,128,1052,-61,3784,22033,-11,-70,-77,6035,35670,100870,28,211680,3
203,70600,-13,150,1039,-793,2136,20629,-59,132,1030,-488,2746,21057,-28,-79,-80,6036,35670,100870,28,169920,3
204,70800,3,156,1091,-1098,2258,20202,-6,134,1007,-793,2929,20324,-46,-87,-80,6035,35660,100870,28,143280,3
205,71000,-19,160,1056,-305,854,18798,-62,122,1020,-244,1586,19042,-64,-90,-75,6035,35660,100870,28,138960,3
206,71200,-23,142,1066,-1098,976,14892,-79,139,1059,-488,1586,15197,-82,-92,-70,6036,35660,100866,28,135360,0
207,71400,-9,162,1072,-671,1586,13000,-49,127,1047,-488,2319,13244,-96,-92,-64,6036,35660,100866,28,131760,0
208,71600,5,136,996,-488,244,8911,-45,102,1050,122,915,9094,-109,-89,-56,6036,35660,100866,28,128160,0
209,71800,-27,130,1083,-427,61,6347,-86,127,1110,-244,671,6408,-118,-86,-47,6035,35660,100866,28,127440,0
210,72000,5,125,1027,305,305,4089,-39,126,1030,427,793,4272,-122,-85,-42,6036,35660,100865,28,126000,1
211,72200,-11,148,1078,61,244,1953,-63,97,1047,549,793,2136,-128,-81,-33,6034,35660,100866,28,123840,1
212,72400,-74,144,1068,-244,2380,3356,-98,148,1069,0,2624,3479,-132,-77,-25,6036,35660,100867,28,123840,1
213,72600,50,138,1033,-1220,1464,1037,42,110,966,-976,2319,1098,-137,-73,-16,6035,35660,100869,28,119520,1
214,72800,27,210,1148,-305,1403,2380,13,130,1062,-488,2136,2624,-138,-68,-6,6036,35660,100869,28,116640,1
215,73000,7,128,1011,-793,1037,2014,-20,116,1011,-122,1403,2319,-139,-62,2,6036,35660,100869,28,116640,1
216,73200,-21,121,1064,-61,1770,1220,-71,104,1051,366,2502,1464,-141,-56,9,6037,35650,100869,28,112320,1
217,73400,-27,166,1107,-61,183,1220,-109,125,1085,671,854,1403,-140,-49,16,6037,35650,100870,28,108720,1
218,73600,-68,66,1078,-366,610,-915,-91,72,1023,-1525,1037,-610,-140,-39,23,6038,35650,100869,28,103680,1
219,73800,-37,197,1105,-1525,-1342,-3356,-96,84,1013,-2441,-671,-3967,-137,-32,26,6036,35650,100869,28,97200,1
220,74000,-1,74,1035,732,-1831,-4333,-116,117,1100,1037,-1281,-4394,-134,-24,32,6037,35650,100869,28,93600,1
221,74200,-298,-15,1513,-2624,-1159,-2807,-405,-43,1347,-2746,-2136,-4394,-129,-16,35,6033,35650,100867,28,90720,1
222,74400,218,191,968,4455,-7263,8300,130,258,1108,3417,-6652,7690,-124,-10,37,6037,35650,100869,28,90360,0
