, unit--timestamp[ms],bma280_x[mg],bma280_y[mg],bma280_z[mg],bmg160_x[mDeg],bmg160_y[mDeg],bmg160_z[mDeg],bmi160_a_x[mg],bmi160_a_y[mg],bmi160_a_z[mg],bmi160_g_x[mDeg],bmi160_g_y[mDeg],bmi160_g_z[mDeg],bmm150_x[microT],bmm150_y[microT],bmm150_z[microT],bmm150_res,bme280_temp[mDeg],bme280_press[Pa],bme280_hum[rh],max44009_bright[mLux],Class
1234,246800,-3,119,1052,-671,549,14404,-57,80,1053,-305,1464,14221,-42,-14,44,6135,33150,100848,32,272160,2
1235,247000,-1,89,1052,-549,671,12207,-34,47,1047,-122,1098,12512,-43,-17,42,6134,33150,100848,32,266400,2
1236,247200,3,109,1062,915,732,11779,-51,82,1051,915,1159,12023,-44,-21,39,6134,33150,100848,32,264960,2
1237,247400,-41,134,1095,610,854,9399,-63,74,1083,854,1403,9643,-45,-23,37,6135,33150,100848,32,262080,2
1238,247600,-5,62,1052,-671,-1586,3479,-70,56,1045,-427,-915,3540,-47,-25,34,6134,33150,100847,32,257760,1
1239,247800,-7,76,1076,-488,-61,3417,-54,41,1062,-122,427,3601,-48,-28,32,6134,33150,100847,32,254880,1
1240,248000,-3,89,1078,-122,-610,3417,-43,76,1056,305,61,3784,-48,-31,29,6135,33140,100848,32,249120,1
1241,248200,0,89,1087,-61,244,3417,-52,59,1083,0,854,3723,-50,-35,29,6132,33150,100848,32,243360,1
1242,248400,5,95,1046,-366,-671,2929,-20,69,1054,0,0,3295,-50,-39,27,6135,33150,100848,32,237600,1
1243,248600,3,121,1083,305,-183,2075,-31,87,1066,305,549,2136,-51,-43,26,6135,33150,100849,32,231840,1
1244,248800,7,82,1041,-671,-732,427,-24,54,1035,-305,-183,427,-51,-46,24,6135,33150,100849,32,227520,1
1245,249000,5,83,1044,183,-183,915,-32,66,1055,610,61,1281,-52,-50,22,6133,33150,100849,32,221760,1
1246,249200,5,109,1080,61,244,244,-10,42,1052,305,915,549,-53,-54,20,6134,33150,100848,32,218880,1
1247,249400,7,85,1054,122,366,915,-31,58,1047,610,915,1464,-53,-59,18,6135,33150,100847,32,213120,1
1248,249600,3,99,1072,183,-610,1342,-67,67,1064,610,-244,1525,-54,-62,17,6137,33140,100849,32,207360,1
1249,249800,5,91,1068,-854,61,1159,-44,65,1040,-488,427,1342,-56,-66,14,6136,33140,100849,32,201600,1
1250,250000,5,87,1060,305,-1586,2136,-33,57,1036,671,-1098,2441,-58,-68,15,6134,33140,100849,32,194400,1
1251,250200,7,62,1050,549,-488,671,-28,57,1058,854,61,793,-60,-72,12,6135,33140,100844,32,188640,1
1252,250400,5,82,1056,244,-732,-671,-42,52,1055,610,-122,-671,-62,-75,11,6135,33140,100844,32,184320,1
1253,250600,-25,76,1066,61,-122,-1586,-75,44,1057,732,244,-1220,-62,-77,10,6134,33140,100844,32,180000,1
1254,250800,-1,107,1085,-244,-366,-1892,-50,82,1078,-122,122,-1770,-65,-81,10,6135,33140,100844,32,176400,1
1255,251000,3,83,1070,-183,-366,-1220,-39,59,1046,244,244,-915,-66,-83,9,6135,33140,100844,32,171360,1
1256,251200,3,95,1029,671,-427,1647,-51,76,1039,1159,-61,2014,-67,-87,10,6134,33140,100844,32,166320,1
1257,251400,3,89,1062,366,-732,1586,-38,71,1067,915,-305,1770,-71,-88,8,6134,33140,100844,32,163440,1
1258,251600,15,85,1068,-488,305,-122,-8,46,1031,-61,1037,-61,-73,-90,9,6135,33140,100845,32,159120,1
1259,251800,21,101,1076,610,-610,976,-12,59,1057,1220,61,1281,-75,-90,8,6136,33140,100845,32,154080,1
1260,252000,3,103,1080,976,-854,488,-71,74,1073,1281,-488,549,-79,-92,9,6134,33140,100846,32,147600,1
1261,252200,5,83,1076,244,-671,-915,-42,50,1057,915,-244,-732,-82,-94,9,6133,33140,100845,32,141120,1
1262,252400,-5,80,1042,61,-732,-1403,-58,40,1046,732,-305,-1159,-84,-93,10,6134,33140,100845,32,134640,1
1263,252600,3,103,1021,-244,-732,-366,-62,80,1090,61,-366,-183,-86,-95,11,6134,33140,100845,32,131040,1
1264,252800,5,83,1050,-305,61,0,-48,76,1069,122,366,244,-88,-95,12,6135,33140,100845,32,126720,1
1265,253000,1,89,1078,427,-244,1464,-66,60,1047,793,122,1770,-92,-94,13,6135,33140,100845,32,123840,1
1266,253200,0,85,1058,610,122,-854,-77,67,1067,1037,305,-671,-95,-93,16,6134,33140,100844,32,120240,1
1267,253400,-31,89,1080,-244,427,-2014,-88,47,1074,61,793,-1892,-98,-92,18,6135,33140,100845,32,116640,1
1268,253600,5,117,1076,61,366,-854,-40,66,1065,549,793,-549,-101,-91,20,6133,33130,100844,32,113760,1
1269,253800,-11,95,1099,-305,-244,-366,-74,72,1077,183,122,-366,-103,-89,23,6135,33130,100844,32,110880,1
1270,254000,3,87,1064,-427,854,-549,-37,46,1058,0,1403,-183,-106,-87,26,6134,33130,100844,32,107280,1
1271,254200,5,101,1062,366,-610,366,-38,70,1052,610,244,488,-108,-85,32,6134,33130,100845,32,103680,1
1272,254400,5,103,1033,0,-366,244,-50,76,1062,427,183,366,-111,-84,37,6136,33130,100845,32,100080,1
1273,254600,3,107,1080,-366,122,0,-65,63,1049,0,610,244,-111,-82,44,6135,33130,100845,32,97920,1
1274,254800,-7,103,1037,183,183,366,-64,55,1044,488,732,488,-111,-80,49,6136,33130,100846,32,96480,1
1275,255000,-33,105,1054,122,-122,427,-108,66,1081,427,244,610,-110,-77,58,6135,33130,100846,32,95040,1
1276,255200,-21,95,1087,-427,-61,-244,-93,69,1067,0,366,-122,-106,-75,65,6134,33130,100846,32,94320,1
1277,255400,-21,80,1074,-427,-183,-549,-76,52,1040,61,427,-244,-101,-74,72,6136,33130,100847,32,93600,1
1278,255600,7,91,1025,244,-1403,549,-32,69,1028,671,-732,915,-97,-71,78,6134,33130,100847,32,91080,1
1279,255800,19,82,1029,-61,-1220,610,-20,71,1043,427,-671,854,-89,-70,84,6135,33130,100847,32,88920,1
1280,256000,5,82,1042,305,-1708,488,-44,56,1042,610,-1220,671,-82,-70,88,6134,33130,100847,32,86040,1
1281,256200,-7,99,1058,366,-854,244,-61,61,1062,793,-488,366,-77,-68,88,6134,33130,100848,32,83880,1
1282,256400,5,87,1068,-366,-1281,-427,-36,62,1052,-61,-854,-366,-68,-68,92,6134,33130,100848,32,81360,1
1283,256600,7,70,1056,122,-1403,-671,-36,67,1062,549,-976,-549,-59,-67,93,6136,33130,100848,32,78840,1
1284,256800,0,91,1068,-854,-1159,-183,-51,69,1065,-488,-549,61,-51,-67,92,6134,33130,100848,32,77760,1
1285,257000,0,80,1058,-122,0,1220,-30,66,1059,122,427,1586,-44,-68,91,6135,33130,100848,32,77040,1
1286,257200,5,70,1050,122,61,610,-41,36,1059,427,854,976,-36,-69,87,6135,33130,100848,32,76320,1
1287,257400,-42,107,1099,122,122,1220,-79,73,1084,549,671,1464,-31,-69,83,6135,33130,100848,32,74880,1
1288,257600,5,107,1066,183,610,427,-45,60,1052,488,1281,610,-26,-72,78,6133,33130,100848,32,74880,1
1289,257800,-3,89,1083,-305,-427,-793,-51,52,1086,122,-122,-610,-22,-73,73,6134,33130,100849,32,74880,1
1290,258000,-39,56,1056,-427,-549,-5310,-84,33,1067,0,61,-5187,-19,-74,67,6136,33130,100849,32,75600,3
1291,258200,-5,62,1105,-244,-1586,-13122,-65,14,1056,122,-1159,-13000,-16,-76,61,6134,33130,100849,32,74880,0
1292,258400,3,37,1054,-61,-2319,-18676,-38,34,1046,488,-1770,-18676,-12,-75,55,6135,33130,100849,32,75240,0
1293,258600,7,50,1029,366,-1403,-20751,-42,28,1067,732,-1037,-20690,-5,-73,50,6134,33130,100849,32,76680,0
1294,258800,-21,66,1082,-244,-1098,-20385,-69,48,1059,244,-793,-20385,0,-72,42,6135,33130,100848,32,77040,0
1295,259000,3,91,1062,183,-1159,-20080,-52,48,1043,732,-732,-20019,5,-70,36,6134,33130,100848,32,79560,0
1296,259200,-1,95,1089,61,-1953,-19653,-65,54,1069,488,-1525,-19531,10,-68,30,6137,33130,100849,32,81000,0
1297,259400,1,66,1064,0,-793,-19836,-63,57,1044,427,-183,-19531,14,-62,24,6135,33130,100849,32,83880,0
1298,259600,5,78,1052,0,-1220,-18798,-35,45,1057,488,-671,-18615,17,-59,18,6136,33120,100849,32,94320,0
1299,259800,-19,78,1111,-305,-1892,-16540,-91,68,1057,244,-1342,-16418,19,-57,11,6135,33120,100849,32,102240,0
1300,260000,-17,60,1085,122,-1098,-13366,-81,100,1033,549,-366,-13122,21,-54,4,6137,33120,100849,32,105840,0
1301,260200,7,85,1056,610,-1098,-11474,-36,61,1023,1098,-671,-11413,22,-52,-2,6134,33120,100848,32,115200,3
1302,260400,7,103,1037,793,-2075,-5981,-34,71,1037,1281,-1647,-5737,20,-51,-7,6135,33120,100849,32,120960,3
1303,260600,-42,101,1146,671,183,-6042,-110,73,1125,976,488,-5798,17,-49,-13,6135,33120,100846,32,134640,3
1304,260800,-25,74,1093,-122,-793,-13366,-54,29,1054,305,0,-13366,15,-50,-20,6134,33120,100849,32,121680,0
1305,261000,-41,62,1048,2075,-427,-16906,-95,57,1086,2502,-183,-16784,13,-47,-24,6135,33120,100847,32,124560,0
1306,261200,0,68,1041,183,-2197,-20629,-59,20,1031,854,-1708,-20874,12,-42,-30,6136,33120,100847,32,121680,0
1307,261400,-27,101,1041,305,-1342,-21423,-84,60,1050,549,-1098,-21240,10,-37,-35,6136,33120,100846,32,149760,0
1308,261600,0,83,1109,244,-2014,-21057,-54,48,1084,854,-1586,-20690,9,-33,-37,6134,33120,100847,32,156960,0
1309,261800,1,72,1048,-122,-1586,-20996,-50,41,1041,244,-854,-20690,7,-28,-42,6136,33120,100847,32,154080,0
1310,262000,1,50,1029,-244,-1647,-20263,-61,52,1072,183,-1281,-20141,6,-24,-44,6135,33120,100848,32,149760,0
1311,262200,3,54,1031,122,-1770,-19470,-58,53,1048,610,-1342,-19287,4,-19,-47,6135,33120,100848,32,143280,0
1312,262400,-15,93,1056,549,-732,-17578,-87,49,1080,1098,-244,-17639,2,-17,-48,6135,33120,100848,32,137520,0
1313,262600,-19,87,1068,488,-427,-14953,-70,75,1082,915,0,-14770,1,-14,-51,6136,33120,100848,32,136800,0
1314,262800,0,87,1044,-244,-793,-13183,-67,56,1060,122,-549,-12939,-1,-13,-53,6134,33120,100848,32,162000,0
1315,263000,-1,93,1068,488,-366,-8483,-36,74,1059,854,122,-8178,-6,-10,-53,6136,33120,100847,32,217440,3
1316,263200,5,97,1076,-549,-854,-6042,-27,73,1071,-122,-366,-5859,-10,-10,-55,6135,33120,100847,32,279360,3
1317,263400,1,89,1054,305,-976,-5187,-50,62,1063,915,-549,-5004,-16,-9,-57,6137,33120,100847,32,288000,3
1318,263600,-13,107,1089,-61,-793,-3845,-50,54,1075,305,0,-3601,-20,-9,-57,6132,33120,100847,32,293760,1
1319,263800,7,87,1044,-305,-976,-2624,-37,57,1032,244,-549,-2380,-25,-9,-57,6135,33110,100847,32,290880,1
1320,264000,11,95,1068,0,61,-2197,-10,65,1076,549,610,-2136,-30,-10,-58,6136,33110,100847,32,267840,1
1321,264200,5,93,1056,-610,-1159,-2075,-27,67,1021,-305,-610,-1892,-36,-9,-56,6135,33110,100848,32,298080,1
1322,264400,-5,97,1083,-183,-61,-793,-45,61,1086,183,549,-488,-41,-9,-54,6136,33110,100848,32,299520,1
1323,264600,0,78,1041,183,-244,-305,-51,61,1050,427,305,-183,-46,-8,-53,6134,33110,100847,32,303840,1
1324,264800,-9,62,1046,610,305,-854,-59,49,1075,1037,854,-732,-53,-7,-50,6135,33110,100847,32,300960,1
1325,265000,5,87,1041,122,-1098,-1342,-87,81,1078,183,-915,-1281,-58,-5,-47,6135,33110,100848,32,300960,1
1326,265200,-31,83,1076,-305,-1281,-2380,-84,72,1100,122,-671,-2075,-62,-5,-43,6136,33110,100849,32,299520,1
1327,265400,-23,62,1031,-183,-366,-4943,-60,57,1060,305,305,-4699,-67,-2,-40,6133,33110,100849,32,298080,1
1328,265600,5,70,1037,122,-1525,-8239,-47,30,1082,488,-1037,-8178,-73,-1,-36,6136,33110,100848,32,295200,3
1329,265800,5,39,1042,61,-2380,-12451,-64,40,1065,305,-1831,-12451,-76,-1,-31,6136,33110,100848,32,292320,0
1330,266000,0,64,1031,427,-1464,-15869,-50,39,1055,915,-1159,-15808,-80,0,-26,6135,33110,100848,32,288000,0
1331,266200,-35,107,1054,1098,-610,-15991,-85,63,1071,1464,-183,-15930,-84,0,-24,6136,33110,100848,32,262080,0
1332,266400,5,50,1001,0,-1586,-17639,-38,43,1031,305,-1098,-17517,-87,2,-18,6136,33110,100847,32,216000,0
1333,266600,5,52,1070,0,-976,-17333,-38,26,1047,-61,-305,-17150,-89,3,-12,6133,33110,100847,32,207360,0
1334,266800,9,60,1068,732,-976,-16052,-30,51,1048,1098,-488,-15686,-92,2,-6,6135,33110,100846,32,195840,0
1335,267000,1,80,1085,61,-1708,-16967,-65,27,1040,183,-1159,-16967,-95,1,-1,6136,33110,100847,32,184320,0
1336,267200,1,58,1037,244,305,-15319,-22,63,1047,610,732,-15380,-97,0,5,6136,33110,100848,32,175680,0
1337,267400,1,103,1054,0,-610,-13916,-37,81,1050,427,-183,-13793,-99,0,10,6137,33110,100848,32,169920,0
1338,267600,7,113,1046,671,-732,-9765,-26,96,1064,1037,-61,-9643,-100,-1,18,6136,33100,100847,32,164880,3
1339,267800,-25,74,1085,549,793,-10131,-84,44,1071,1037,1403,-9887,-100,0,25,6135,33100,100848,32,159840,3
1340,268000,-41,44,1033,549,-671,-15869,-72,15,1030,915,61,-15869,-102,0,32,6135,33100,100845,32,151200,0
1341,268200,-19,41,1048,915,-854,-21972,-60,41,1059,1403,-549,-21789,-103,-3,39,6136,33100,100846,32,142560,0
1342,268400,-25,62,1109,793,-1403,-24353,-70,15,1046,976,-854,-24353,-102,-4,44,6138,33100,100847,32,134640,0
1343,268600,-13,93,1056,549,-2258,-23559,-62,65,1026,1281,-2197,-23559,-101,-5,50,6137,33100,100847,32,127440,0
1344,268800,-154,171,1164,2624,-1647,-24414,-154,-4,1139,2319,-488,-24536,-101,-7,55,6135,33100,100847,32,121680,0
1345,269000,3,41,1035,-1708,-3479,-25268,-86,82,1034,-1159,-2746,-25390,-99,-11,61,6136,33090,100848,32,113760,0
1346,269200,-41,117,1048,793,-2075,-23254,-98,69,1070,1342,-1525,-23193,-97,-14,65,6137,33090,100848,32,99360,0
1347,269400,-35,95,1103,2136,-1403,-20080,-96,4,1083,2502,-1037,-19897,-92,-18,69,6137,33090,100847,32,95760,0
1348,269600,-39,78,1076,-1403,-2441,-21850,-83,26,1062,-976,-2136,-21728,-85,-22,74,6134,33090,100848,32,92880,0
1349,269800,5,68,1066,-549,-1098,-17944,-36,55,1055,-61,-793,-17639,-77,-24,76,6136,33090,100848,32,91440,0
1350,270000,15,93,1031,305,-1708,-14282,0,49,1027,732,-1098,-14221,-68,-26,81,6137,33090,100848,32,88920,0
1351,270200,1,125,1074,305,-1647,-11169,-42,82,1068,915,-1037,-11291,-61,-26,82,6136,33090,100847,32,86760,3
1352,270400,7,105,1054,305,-427,-8300,-42,65,1061,976,-122,-8300,-52,-27,83,6135,33090,100848,32,84240,3
1353,270600,-11,97,1082,-488,-1037,-5493,-47,87,1071,61,-549,-5187,-43,-27,84,6136,33080,100848,32,82800,3
1354,270800,5,78,1062,-305,-244,-3784,-41,50,1050,0,0,-3601,-33,-26,83,6137,33080,100848,32,81720,1
1355,271000,1,74,1048,0,-610,-1464,-37,49,1052,183,-244,-1464,-24,-25,83,6136,33080,100845,32,80280,1
1356,271200,5,78,1044,244,-305,-2136,-44,46,1058,671,244,-1953,-16,-23,79,6138,33080,100845,32,78840,1
1357,271400,7,83,1046,305,-915,-3051,-20,60,1037,488,-366,-2746,-9,-23,74,6137,33080,100846,32,78480,1
1358,271600,-13,87,1083,305,61,-1586,-55,63,1052,610,793,-1220,-3,-20,70,6137,33080,100846,32,77040,1
1359,271800,-39,91,1072,-61,122,-1159,-84,53,1065,305,732,-1037,1,-19,64,6137,33080,100845,32,76320,1
1360,272000,-19,83,1060,-244,61,-793,-87,41,1069,183,366,-732,5,-17,60,6137,33080,100846,32,76680,1
1361,272200,-21,82,1058,122,-549,-244,-74,50,1049,488,-122,-122,6,-16,57,6137,33080,100846,32,77040,1
1362,272400,3,78,1066,-122,-854,-244,-62,53,1068,183,-366,0,7,-16,54,6137,33080,100846,32,77400,1
1363,272600,7,80,1056,366,-1098,-122,-35,48,1052,793,-793,183,8,-16,52,6138,33080,100846,32,77400,1
1364,272800,-17,85,1056,-183,0,-488,-79,56,1063,61,549,-305,8,-15,50,6137,33070,100846,32,77040,1
1365,273000,3,82,1054,-61,-366,-549,-46,55,1051,244,244,-244,9,-15,46,6138,33070,100846,32,76320,1
1366,273200,-37,72,1052,244,-366,244,-111,31,1060,488,-488,488,10,-14,46,6136,33070,100846,32,75600,1
1367,273400,-44,95,1076,61,-244,488,-91,66,1068,427,366,671,9,-14,43,6137,33070,100846,32,75240,1
1368,273600,1,105,1068,0,-244,-305,-48,66,1067,427,366,-122,9,-15,45,6138,33070,100847,32,75960,1
1369,273800,0,83,1060,-183,-305,-183,-56,50,1058,244,244,61,10,-15,44,6137,33070,100847,32,77040,1
1370,274000,3,78,1054,0,-488,-61,-46,50,1058,427,61,183,9,-14,43,6138,33070,100847,32,77400,1
1371,274200,3,78,1058,-122,-244,0,-49,50,1059,366,122,-61,10,-14,44,6138,33070,100846,32,77040,1
1372,274400,1,80,1056,0,-366,-61,-51,46,1058,427,183,122,10,-14,43,6139,33070,100846,32,77040,1
1373,274600,3,80,1068,-183,-183,61,-46,48,1065,244,305,183,9,-13,44,6138,33070,100847,32,77040,1
1374,274800,5,89,1052,122,-366,-61,-40,60,1064,427,61,61,9,-14,44,6139,33070,100848,32,77040,1
1375,275000,5,78,1066,-61,-183,-122,-48,43,1059,305,183,-122,10,-14,42,6138,33070,100848,32,77040,1
1376,275200,21,87,1052,0,-549,-183,-11,56,1052,427,-183,-122,10,-14,42,6137,33060,100848,32,76680,1
1377,275400,5,80,1066,-61,-366,-305,-17,59,1056,366,183,-183,10,-12,40,6135,33070,100849,32,75960,1
1378,275600,11,83,1052,61,-610,-1220,-22,48,1072,427,-61,-1098,10,-12,37,6139,33060,100849,32,75240,1
1379,275800,23,87,1037,0,-488,-1953,-6,52,1059,488,-61,-1770,10,-11,32,6136,33060,100849,32,75600,1
1380,276000,7,76,1031,-549,-1037,-1831,-4,49,1069,-183,-488,-1708,10,-9,29,6138,33060,100849,32,77040,1
1381,276200,66,66,1044,427,-1220,-610,24,68,1058,732,-427,-427,8,-8,22,6138,33060,100846,32,78120,1
1382,276400,27,74,1023,183,-915,-61,-16,44,1053,732,-305,-61,6,-6,18,6137,33060,100847,32,78120,1
1383,276600,-27,113,1121,366,0,0,-76,49,1092,549,366,0,3,-7,10,6138,33060,100846,32,78480,1
1384,276800,7,83,1058,427,-1342,-183,-42,61,1028,488,-1098,61,0,-5,5,6138,33060,100846,32,80280,1
1385,277000,3,68,1052,-61,61,-427,-29,37,1046,366,915,-122,-3,-4,0,6138,33060,100847,32,80280,1
1386,277200,5,97,1060,427,-183,122,-37,54,1060,732,122,305,-6,-2,-6,6137,33060,100846,32,80640,1
1387,277400,7,89,1035,671,-1098,610,-35,72,1074,976,-549,915,-9,-2,-10,6139,33060,100847,32,79920,1
1388,277600,-33,109,1050,549,-1464,2014,-124,84,1122,793,-1281,2197,-14,-1,-16,6137,33060,100847,32,78480,1
1389,277800,7,82,1062,-61,-1281,1342,-14,56,1038,183,-610,1281,-18,-1,-19,6137,33060,100847,32,77400,1
1390,278000,3,87,1066,305,-305,549,-37,39,1044,1037,183,854,-25,0,-23,6138,33060,100847,32,77040,1
1391,278200,13,89,1068,366,-244,305,-34,64,1068,854,244,488,-30,0,-25,6138,33060,100846,32,76680,1
1392,278400,1,87,1054,305,-793,-122,-44,64,1073,732,-122,183,-36,0,-28,6138,33050,100846,32,76680,1
1393,278600,15,80,1033,-183,-793,-976,-21,53,1047,0,0,-732,-41,1,-28,6137,33060,100847,32,76680,1
1394,278800,37,85,1027,61,-61,-1220,12,59,1051,488,1098,-854,-47,3,-28,6138,33050,100847,32,75960,1
1395,279000,-33,91,1082,488,305,-244,-94,77,1097,976,732,0,-52,4,-28,6139,33050,100846,32,74880,1
1396,279200,5,126,1078,183,-366,-976,-60,86,1070,366,183,-854,-58,4,-28,6137,33050,100847,32,74160,1
1397,279400,5,83,1041,244,-488,-549,-40,64,1034,610,-122,-244,-61,5,-26,6137,33050,100847,32,72720,1
1398,279600,5,105,1089,-732,61,-854,-34,62,1063,-244,488,-610,-65,5,-24,6137,33050,100847,32,70920,1
1399,279800,7,105,1074,-183,1281,610,-50,81,1061,61,1770,793,-70,6,-22,6138,33050,100848,32,69120,1
1400,280000,5,91,1076,-122,122,1281,-62,71,1077,244,549,1403,-73,7,-18,6138,33050,100847,32,67680,1
1401,280200,-23,95,1054,-976,427,1037,-62,73,1062,-488,732,1342,-77,8,-15,6137,33050,100848,32,66960,1
1402,280400,1,78,1041,-61,732,1586,-50,49,1043,427,1220,1586,-80,8,-12,6136,33050,100848,32,66600,1
1403,280600,5,76,1066,-244,61,1464,-41,57,1060,366,610,1770,-82,9,-8,6136,33050,100848,32,66240,1
1404,280800,3,95,1076,244,183,1586,-21,63,1054,610,732,1892,-85,11,-4,6138,33050,100848,32,65880,1
1405,281000,-39,105,1099,366,-366,1708,-90,72,1094,671,61,1770,-86,13,2,6138,33050,100848,32,65160,1
1406,281200,-11,97,1082,-244,-366,1342,-66,59,1071,244,0,1464,-86,15,5,6138,33050,100849,32,66240,1
1407,281400,3,91,1070,183,-1037,1281,-27,52,1059,610,-549,1525,-86,15,8,6138,33050,100849,32,72000,1
1408,281600,5,72,1056,61,-854,488,-42,59,1072,305,-122,610,-88,18,13,6137,33040,100848,32,69120,1
1409,281800,7,85,1031,61,-1464,-671,-50,57,1032,305,-1098,-549,-84,20,16,6139,33040,100848,32,65520,1
1410,282000,7,113,1060,488,-549,0,-27,79,1066,671,61,122,-82,24,20,6137,33040,100848,32,73800,1
1411,282200,7,89,1039,305,-793,-183,-62,68,1042,671,-305,0,-81,26,24,6139,33040,100842,32,71280,1
1412,282400,5,83,1023,0,-854,-366,-63,76,1065,488,-366,-122,-78,29,26,6138,33040,100842,32,66240,1
1413,282600,-11,101,1072,122,-61,-1281,-58,90,1062,549,549,-976,-74,31,28,6139,33040,100847,32,65520,1
1414,282800,1,109,1082,-61,0,-732,-53,73,1069,244,366,-488,-71,35,30,6138,33040,100847,32,65520,1
1415,283000,5,85,1025,-488,-366,-1098,-48,86,1070,-61,183,-976,-70,38,30,6138,33040,100843,32,65520,1
1416,283200,5,87,1074,-244,0,-732,-28,75,1060,122,488,-488,-66,41,31,6138,33040,100843,32,65520,1
1417,283400,9,74,1044,-915,-976,-1586,-25,56,1047,-671,-305,-1342,-63,44,30,6139,33040,100843,32,65160,1
1418,283600,5,93,1085,305,0,244,-24,61,1059,610,366,427,-60,48,31,6138,33040,100843,32,65520,1
1419,283800,5,82,1048,-305,-671,61,-49,64,1058,0,-244,183,-59,51,30,6134,33040,100843,32,65520,1
1420,284000,5,76,1041,-61,0,-61,-33,63,1038,366,305,61,-57,54,29,6139,33040,100843,32,65880,1
1421,284200,0,68,1066,-305,-305,61,-65,72,1086,122,-61,305,-55,58,29,6138,33040,100844,32,65520,1
1422,284400,-19,107,1070,-244,244,-122,-70,69,1066,0,671,0,-54,60,28,6138,33040,100843,32,59400,1
1423,284600,5,87,1058,-549,-366,732,-20,54,1052,0,0,854,-50,64,28,6138,33040,100843,32,56520,1
1424,284800,5,107,1070,244,-793,1342,-52,62,1040,610,-122,1586,-50,67,26,6139,33040,100843,32,55440,1
1425,285000,5,80,1035,-488,-61,0,-60,51,1033,-61,427,122,-47,69,26,6138,33040,100844,32,57240,1
1426,285200,-31,97,1060,0,-671,305,-86,69,1055,183,-122,427,-47,69,24,6140,33040,100843,32,79200,1
1427,285400,-42,111,1085,0,-61,122,-95,78,1071,549,305,366,-44,73,22,6139,33040,100843,32,95040,1
1428,285600,-27,83,1050,183,-488,488,-86,62,1055,793,-61,793,-44,73,21,6137,33040,100843,32,70920,1
1429,285800,-17,105,1068,-305,-427,61,-75,61,1068,305,183,366,-43,74,21,6139,33030,100843,32,67680,1
1430,286000,-7,91,1070,0,-61,122,-57,65,1062,244,488,305,-43,75,19,6140,33040,100843,32,75960,1
1431,286200,3,91,1062,61,-305,-244,-44,60,1050,366,61,122,-43,75,19,6138,33030,100843,32,90000,1
1432,286400,-1,93,1060,0,-305,-122,-55,63,1057,488,0,-61,-43,76,18,6139,33030,100843,32,101520,1
1433,286600,5,103,1064,244,-366,-244,-42,69,1059,549,61,61,-44,76,17,6137,33030,100843,32,108000,1
1434,286800,5,101,1062,244,-305,-549,-46,74,1056,427,0,-244,-42,78,16,6139,33030,100843,32,112320,1
1435,287000,3,97,1052,0,-549,-793,-45,65,1047,427,0,-671,-43,78,15,6139,33030,100843,32,124560,1
1436,287200,5,93,1039,-61,-244,-793,-31,60,1047,305,0,-732,-43,79,14,6138,33030,100844,32,126000,1
1437,287400,5,99,1070,61,-793,-244,-32,60,1053,427,-183,-244,-44,80,14,6139,33030,100845,32,126000,1
1438,287600,27,82,1048,-244,-549,-1037,11,70,1040,122,-183,-915,-43,79,13,6139,33030,100845,32,127440,1
1439,287800,9,105,1035,-61,-244,-549,-18,70,1077,488,183,-427,-44,80,12,6138,33030,100846,32,133200,1
1440,288000,7,125,1087,366,-122,305,6,82,1056,671,366,671,-44,81,9,6138,33030,100845,32,134640,1
1441,288200,7,105,1058,-427,-183,488,-28,60,1061,122,366,610,-47,84,8,6137,33030,100845,32,130320,1
1442,288400,35,119,1070,366,-732,915,1,62,1044,671,-305,1281,-46,84,6,6139,33030,100845,32,128880,1
1443,288600,5,95,1037,-244,244,1464,-50,87,1053,183,671,1525,-48,85,4,6139,33030,100846,32,125280,1
1444,288800,-31,97,1080,-122,122,1647,-75,68,1069,305,549,1892,-50,86,2,6139,33030,100846,32,111600,1
1445,289000,-15,126,1128,-61,915,1525,-48,72,1090,427,1342,1708,-51,86,0,6139,33030,100846,32,105840,1
1446,289200,3,68,1015,-1037,183,610,-34,46,1041,-732,610,976,-53,87,-2,6139,33030,100846,32,105840,1
1447,289400,-15,97,1074,122,366,1403,-44,63,1055,366,854,1586,-55,88,-3,6138,33030,100846,32,113040,1
1448,289600,-3,95,1042,0,976,1281,-36,62,1052,305,1464,1464,-58,88,-4,6139,33030,100847,32,123120,1
1449,289800,-25,115,1060,61,488,1098,-68,76,1051,427,1037,1342,-59,87,-5,6139,33030,100847,32,129600,1
1450,290000,-9,99,1072,-61,-183,1037,-66,62,1054,427,122,1159,-62,88,-4,6139,33030,100846,32,134640,1
1451,290200,-27,99,1033,122,610,1037,-75,70,1044,610,1159,1281,-64,89,-4,6138,33020,100847,32,137520,1
1452,290400,5,99,1054,-61,-305,-366,-40,76,1049,244,366,-183,-68,87,-3,6139,33020,100848,32,138240,1
1453,290600,5,68,1033,-122,-1281,-549,-58,59,1060,244,-732,-244,-70,88,-2,6139,33020,100845,32,138240,1
1454,290800,7,89,1068,305,-549,183,-17,60,1047,671,122,305,-71,85,0,6136,33020,100847,32,137520,1
1455,291000,1,97,1064,183,-610,-183,-42,63,1048,671,-305,0,-73,84,2,6139,33020,100846,32,136080,1
1456,291200,3,101,1064,244,-1159,-427,-60,72,1064,854,-610,-244,-73,82,3,6140,33030,100847,32,134640,1
